"","observation","kingdom","family","genus","specname","longitude","latitude"
"373532",955180,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.5783333333,-43.5826666667
"373834",955933,"Fungi","Amanitaceae","Amanita","Amanita muscaria",174.7537961,-41.2891971
"374801",958051,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.5256666667,-43.6175
"374962",958425,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.4694728851,-43.6438026371
"375016",958518,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.4701666667,-43.6428333333
"375051",958651,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.4671666667,-43.6436666667
"375068",958686,"Fungi","Amanitaceae","Amanita","Amanita excelsa spissa",172.6179257862,-43.5233329885
"375184",958947,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.4695,-43.6455
"375203",958980,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6225,-43.566333
"375258",959154,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.5041666667,-43.619
"375280",959495,"Fungi","Amanitaceae","Amanita","Amanita muscaria",171.590958,-42.983069
"375297",959553,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6173333333,-43.5723333333
"375300",959557,"Fungi","Amanitaceae","Amanita","Amanita 2 ridley",172.6175,-43.572
"375383",959735,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.8286529386,-42.5137803294
"375541",960289,"Fungi","Amanitaceae","Amanita","Amanita muscaria",176.2416666667,-37.7603333333
"375542",960290,"Fungi","Amanitaceae","Amanita","Amanita muscaria",176.2416666667,-37.7603333333
"375544",960295,"Fungi","Amanitaceae","Amanita","Amanita muscaria",175.3987884521,-38.6193517398
"375842",961144,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.121,-44.1935
"375871",961219,"Fungi","Amanitaceae","Amanita","Amanita muscaria",171.2453333333,-44.0925
"375920",961381,"Fungi","Amanitaceae","Amanita","Amanita muscaria",174.7521224016,-41.2934534462
"375937",961424,"Fungi","Amanitaceae","Amanita","Amanita muscaria",171.730455,-43.150148
"375940",961428,"Fungi","Amanitaceae","Amanita","Amanita muscaria",171.730433,-43.150006
"376078",961744,"Fungi","Amanitaceae","Amanita","Amanita muscaria",175.9444922,-37.6091795
"376121",961886,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6036666667,-43.5651666667
"376261",962213,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.5726666667,-43.5088333333
"376436",962602,"Fungi","Amanitaceae","Amanita","Amanita muscaria",174.8314020038,-41.2937822193
"376439",962609,"Fungi","Amanitaceae","Amanita","Amanita muscaria",174.7929086006,-41.2947425607
"376440",962613,"Fungi","Amanitaceae","Amanita","Amanita muscaria",173.1940931082,-41.3383048153
"376444",962621,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.5573333333,-43.6403333333
"376674",963502,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6321666667,-43.5801666667
"376717",963590,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.47,-43.643
"376756",963691,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.1399421692,-44.1901127967
"376884",963936,"Fungi","Amanitaceae","Amanita","Amanita muscaria",175.2118538929,-41.2028261267
"376941",964051,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.4695,-43.6433333333
"376942",964052,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.4681666667,-43.6435
"376967",964096,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6328333333,-43.5763333333
"376968",964100,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6336666667,-43.5798333333
"376986",964166,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.4688333333,-43.644
"377010",964224,"Fungi","Amanitaceae","Amanita","Amanita muscaria",174.8250102997,-41.2868081101
"377065",964353,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6193333333,-43.5828333333
"377125",964469,"Fungi","Amanitaceae","Amanita","Amanita australis",171.2623071671,-42.4087239522
"377164",964571,"Fungi","Amanitaceae","Amanita","Amanita pekeoides",172.2078831,-42.1692139
"377172",964585,"Fungi","Amanitaceae","Amanita","Amanita pekeoides",172.4166667,-42.35
"377344",965041,"Fungi","Amanitaceae","Amanita","Amanita muscaria",175.7180356979,-37.5261155533
"377366",965087,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6335,-43.5805
"377473",965307,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6175,-43.5723333333
"377507",965380,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.4678333333,-43.6436666667
"377818",966074,"Fungi","Amanitaceae","Amanita","Amanita nigrescens",177.452802,-38.4259735
"377911",966274,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6338333333,-43.5803333333
"378054",966693,"Fungi","Amanitaceae","Amanita","Amanita nothofagi",176.2010262,-38.9559716
"379465",969614,"Fungi","Amanitaceae","Amanita","Amanita muscaria",175.319148,-37.788352
"379647",969960,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.3935757558,-45.9267901114
"384845",981785,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.490280709,-45.8434089624
"385034",982190,"Fungi","Amanitaceae","Amanita","Amanita muscaria",169.9076696888,-45.8486177052
"385245",982627,"Fungi","Amanitaceae","Amanita","Amanita nothofagi",174.0069580078,-41.2731620533
"385679",983615,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.5450883333,-45.883045
"385891",984072,"Fungi","Amanitaceae","Amanita","Amanita muscaria",169.4475245476,-46.407608353
"385946",984334,"Fungi","Amanitaceae","Amanita","Amanita 2 ridley",172.833459,-43.752398
"386340",985095,"Fungi","Amanitaceae","Amanita","Amanita muscaria",176.0116732121,-39.9598691759
"386361",985168,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.4749916667,-45.8536033333
"386363",985170,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.4759533333,-45.8524666667
"386648",985717,"Fungi","Amanitaceae","Amanita","Amanita pareparina",172.21474,-40.8874
"386902",986275,"Fungi","Amanitaceae","Amanita","Amanita pekeoides",170.5001854445,-45.8465912072
"386993",986537,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.617324,-43.57233
"387081",986709,"Fungi","Amanitaceae","Amanita","Amanita nothofagi",176.02173,-39.95647
"387139",986850,"Fungi","Amanitaceae","Amanita","Amanita nehuta",170.4942381201,-45.8418766387
"387140",986854,"Fungi","Amanitaceae","Amanita","Amanita nehuta",170.4944510407,-45.8493158933
"387150",986883,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.4270338114,-45.8473507818
"387644",988198,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.4304361343,-45.8448970289
"387776",988469,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.4762052298,-43.641058049
"388049",989099,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.526571,-43.617155
"388051",989101,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.578308,-43.582803
"388052",989103,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.55373,-43.60693
"388127",989241,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.470071,-43.642738
"388128",989242,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.477436,-43.640803
"388573",990317,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.468225,-43.643449
"388575",990321,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.465746,-43.644021
"388576",990323,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.467186,-43.643503
"388795",990763,"Fungi","Amanitaceae","Amanita","Amanita nehuta",170.498383,-45.8468752
"388804",990773,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.611353,-43.569211
"388873",990903,"Fungi","Amanitaceae","Amanita","Amanita muscaria",168.1320351362,-46.9270259248
"388874",990908,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.4673190713,-43.6435677798
"388977",991100,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.7165874839,-43.4594770267
"389337",992071,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.599565506,-45.8046393682
"389341",992078,"Fungi","Amanitaceae","Amanita","Amanita muscaria",175.7183146477,-37.5259964303
"389392",992196,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.6389832497,-45.8547047007
"389495",992433,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.633445,-43.578366
"389586",992681,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.476064,-43.641113
"389600",992706,"Fungi","Amanitaceae","Amanita","Amanita excelsa spissa",172.6292252541,-43.5344839538
"389660",992856,"Fungi","Amanitaceae","Amanita","Amanita excelsa spissa",172.643969357,-43.5922158203
"389665",992867,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6440659165,-43.592283129
"389751",993044,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6908800455,-43.6330134791
"389752",993045,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6893350931,-43.6292860403
"389805",993121,"Fungi","Amanitaceae","Amanita","Amanita pekeoides",172.3051769,-41.51859376
"390072",994212,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.429983005,-45.6071573719
"390149",994434,"Fungi","Amanitaceae","Amanita","Amanita nothofagi",172.32313,-41.630512
"390189",994490,"Fungi","Amanitaceae","Amanita","Amanita muscaria",171.590878,-42.983254
"390195",994496,"Fungi","Amanitaceae","Amanita","Amanita muscaria",171.730787,-43.150748
"390196",994497,"Fungi","Amanitaceae","Amanita","Amanita muscaria",171.730474,-43.150375
"390197",994498,"Fungi","Amanitaceae","Amanita","Amanita muscaria",171.730581,-43.150096
"390270",994628,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.629796,-43.567421
"390440",994909,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.4968905449,-45.8484536677
"390468",994947,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.323697,-41.67965
"390642",995225,"Fungi","Amanitaceae","Amanita","Amanita muscaria",174.7182876762,-36.7580501496
"390645",995229,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.4493188858,-45.8703796343
"390865",995718,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.387815,-42.51702
"390942",995815,"Fungi","Amanitaceae","Amanita","Amanita nehuta",170.498383,-45.8468752
"390984",995905,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.5881445408,-43.3678243947
"391221",996305,"Fungi","Amanitaceae","Amanita","Amanita pekeoides",170.491457462,-45.8436264776
"391498",996809,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.537012,-45.882811
"391504",996822,"Fungi","Amanitaceae","Amanita","Amanita phalloides",177.715599059,-38.5599452213
"391581",997004,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.5285941362,-43.5456708622
"391782",997336,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.5239364262,-45.8599791607
"391796",997360,"Fungi","Amanitaceae","Amanita","Amanita muscaria",168.6558866501,-44.8014334067
"391996",997823,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6846571516,-43.4689472722
"392026",997915,"Fungi","Amanitaceae","Amanita","Amanita muscaria",174.750062,-41.294409
"392069",997991,"Fungi","Amanitaceae","Amanita","Amanita nehuta",170.5013441588,-45.8464716309
"392155",998218,"Fungi","Amanitaceae","Amanita","Amanita nehuta",170.5225970217,-45.8619902668
"392352",998676,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.119763,-45.021942
"392697",999745,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.629321,-43.573521
"392861",1000075,"Fungi","Amanitaceae","Amanita","Amanita muscaria",171.626817,-43.031205
"392961",1000303,"Fungi","Amanitaceae","Amanita","Amanita muscaria",174.0969414709,-39.0682023024
"393029",1000492,"Fungi","Amanitaceae","Amanita","Amanita muscaria",173.015433,-43.77852
"393091",1000609,"Fungi","Amanitaceae","Amanita","Amanita muscaria",175.25,-37.803405
"393510",1001374,"Fungi","Amanitaceae","Amanita","Amanita nothofagi",173.00673,-40.84434
"393593",1001559,"Fungi","Amanitaceae","Amanita","Amanita muscaria",174.5640671253,-36.753877723
"395450",1005917,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.6190596819,-43.5276529029
"395453",1005921,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.4725949764,-43.6415530158
"395454",1005924,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.4700844288,-43.6424458868
"395457",1005929,"Fungi","Amanitaceae","Amanita","Amanita muscaria",172.4585992098,-43.6445926049
"395515",1006108,"Fungi","Amanitaceae","Amanita","Amanita muscaria",174.0078708551,-41.2738228326
"401292",1020791,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.740325,46.7939416667
"401928",1023001,"Fungi","Amanitaceae","Amanita","Amanita fulva",-99.027704509,19.2223786317
"402189",1023711,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-109.275494,31.916544
"402657",1024752,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-94.1504278333,30.7910416667
"402982",1025571,"Fungi","Amanitaceae","Amanita","Amanita muscaria",6.47717,50.519929
"403635",1027349,"Fungi","Amanitaceae","Amanita","Amanita muscaria",32.807504,-18.180033
"403706",1027571,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-123.7456666667,39.4016666667
"403709",1027589,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.7711666667,39.408
"404434",1029718,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-98.237515,19.318152
"405835",1034190,"Fungi","Amanitaceae","Amanita","Amanita muscaria",170.2911071107,-44.5992683294
"405846",1034205,"Fungi","Amanitaceae","Amanita","Amanita muscaria",169.2595,-44.4219
"406064",1034777,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-124.1645971667,47.0343471667
"406161",1035088,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-124.164219,47.032695
"406262",1035327,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-99.765789,21.374561
"406643",1036333,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-103.760344,20.129626
"407600",1038663,"Fungi","Amanitaceae","Amanita","Amanita pekeoides",172.620922,-43.66212
"407790",1039162,"Fungi","Amanitaceae","Amanita","Amanita ceciliae",-94.6063782751,32.525551951
"408279",1040292,"Fungi","Amanitaceae","Amanita","Amanita muscaria",15.760767,47.723303
"408659",1041260,"Fungi","Amanitaceae","Amanita","Amanita muscaria formosa",-72.950336,43.646832
"408670",1041283,"Fungi","Amanitaceae","Amanita","Amanita phalloides",177.720062,-38.561169
"408873",1041843,"Fungi","Amanitaceae","Amanita","Amanita australis",172.194271,-43.382859
"408911",1041909,"Fungi","Amanitaceae","Amanita","Amanita taiepa",174.998354,-41.141124
"409320",1043125,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.794155,47.114676
"409792",1044246,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-123.3415966667,47.5249583333
"409820",1044395,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-124.167887,47.033947
"410534",1046787,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.9779283333,47.0720445
"410672",1047040,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.2676666667,37.9093333333
"410953",1047627,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.343428,47.521542
"412370",1051684,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-2.054422,53.338125
"412745",1052563,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.1188333333,37.0833333333
"412895",1053081,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.091923,37.05704
"412896",1053082,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.091923,37.05704
"413617",1054914,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.8045194444,45.4392733333
"415578",1060786,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-100.324745,25.195808
"416613",1063805,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-94.4128842553,32.7153561249
"417131",1065138,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.8759,38.0982
"417794",1066919,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.362306,38.603791
"418106",1067560,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.168595,37.79193
"418107",1067561,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.16828,37.79195
"419174",1069709,"Fungi","Amanitaceae","Amanita","Amanita nothofagi",173.017823,-43.811488
"422269",1076952,"Fungi","Amanitaceae","Amanita","Amanita muscaria",6.428268,50.446268
"422959",1078555,"Fungi","Amanitaceae","Amanita","Amanita ananiceps",-157.8977966667,21.3998966667
"423692",1080093,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-99.320148,19.055875
"425387",1083418,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-123.462497,42.14498
"428497",1090290,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-94.5920168976,32.6994682988
"429162",1091912,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.2826388889,47.6097916667
"430648",1097017,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.546792,47.173583
"431436",1098874,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.5936467223,37.7970906383
"431922",1100419,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.644335,48.825833
"432106",1100827,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.134364,37.778589
"432199",1101018,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.097708,36.975789
"432200",1101019,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.095326,36.987583
"432460",1101458,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.092348,37.723625
"432998",1102829,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.095326,36.987583
"433457",1103841,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.385933,37.581311
"434362",1106095,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.555917,37.933852
"434515",1106480,"Fungi","Amanitaceae","Amanita","Amanita muscaria",174.776236,-41.28646
"434711",1106819,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-123.33065,47.51578
"434720",1106835,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.5674514771,37.8914833069
"434722",1106839,"Fungi","Amanitaceae","Amanita","Amanita muscaria flavivolvata",-122.5682296753,37.891910553
"434984",1107506,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.06189,37.081893
"435631",1108886,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-121.8282751964,36.9553834363
"436210",1110683,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.5481033333,37.9368333333
"436214",1110699,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.5490883333,37.92733
"436215",1110700,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.5494916667,37.9279333333
