"specname","latitude","longitude","carp_color","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","t_texture","drainage","awc_class","t_gravel","t_sand","t_silt","t_clay","t_usda_tex_class","t_ref_bulk_density","t_bulk_density","t_oc","t_ph_h2o","t_cec_clay","t_cec_soil","t_bs","t_teb","t_caco3","t_caso4","t_esp","t_ece","s_gravel","s_sand","s_silt","s_clay","s_usda_tex_class","s_ref_bulk_density","s_bulk_density","s_oc","s_ph_h2o","s_cec_clay","s_cec_soil","s_bs","s_teb","s_caco3","s_esp","s_ece","FOR_2000","GRS_2000","NVG_2000","sq1","sq2","sq3","sq4","sq5","sq6","sq7","URB_2000","WAT_2000"
"3984","Amanita novinupta Tulloss & J. Lindgr.",37.1191,-122.1245,"white",135,125,57,3390,252,35,217,94,176,180,94,846,181,2,90,464,10,15,464,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,86.4424896240234,8.50271034240723,0,1,1,1,1,1,1,1,5.05480003356934,0
"4072","Amanita novinupta Tulloss & J. Lindgr.",36.99745,-122.0525,"white",135,120,60,2837,237,40,197,100,167,171,100,769,170,2,91,432,9,14,432,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,11.8760414123535,1.16815710067749,0,1,1,1,1,1,1,1,42.9430084228516,44
"4081","Amanita novinupta Tulloss & J. Lindgr.",38.77325,-123.538,"white",119,106,59,2538,214,37,177,92,148,152,88,1066,206,3,85,558,18,30,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3980865478516,6.22535037994385,0,2,2,1,1,1,1,1,0.754800021648407,29
"4193","Amanita novinupta Tulloss & J. Lindgr.",38.57535,-123.313,"white",119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,1,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"4338","Amanita novinupta Tulloss & J. Lindgr.",41.13635,-124.151,"white",111,91,55,2576,199,35,164,84,141,145,80,1460,245,6,73,710,48,59,673,2,4,1,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,1,0.1,76.0920791625977,11.4846210479736,0,2,2,1,1,1,1,1,0.470299988985062,11.9530000686646
"5581","Amanita novinupta Tulloss & J. Lindgr.",36.9563,-121.634,"white",141,144,55,4070,283,24,259,91,190,194,91,591,121,2,89,316,7,12,316,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,48.472469329834,9.62705516815186,0,1,1,1,1,1,1,1,0,39.5907135009766
"5626","Amanita novinupta Tulloss & J. Lindgr.",36.9943,-122.0585,"white",135,120,60,2837,237,40,197,100,167,171,100,769,170,2,91,432,9,14,432,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,11.8760414123535,1.16815710067749,0,1,1,1,1,1,1,1,42.9430084228516,44
"5630","Amanita novinupta Tulloss & J. Lindgr.",36.98675,-122.0555,"white",135,120,60,2837,237,40,197,100,167,171,100,769,170,2,91,432,9,14,432,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,11.8760414123535,1.16815710067749,0,1,1,1,1,1,1,1,42.9430084228516,44
"5683","Amanita novinupta Tulloss & J. Lindgr.",36.9679,-121.992,"white",139,122,61,2865,241,41,200,102,170,174,102,689,153,2,91,388,8,12,388,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,18.7170429229736,1.84105741977692,0,1,1,1,1,1,1,1,20.4035205841064,59
"5707","Amanita novinupta Tulloss & J. Lindgr.",37.084,-122.0615,"white",137,129,57,3511,257,33,224,94,179,183,94,825,178,2,91,455,9,15,455,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,89.7993011474609,8.83289909362793,0,1,1,1,1,1,1,1,1.36779999732971,0
"5715","Amanita novinupta Tulloss & J. Lindgr.",37.76785,-122.1285,"white",142,109,53,3550,250,46,204,96,181,187,96,609,125,1,87,316,7,10,316,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,63.3303985595703,18.2643451690674,0,1,1,1,1,1,1,1,12.5765466690063,4.75119972229004
"5722","Amanita novinupta Tulloss & J. Lindgr.",36.9694,-122.066,"white",135,120,60,2837,237,40,197,100,167,171,100,769,170,2,91,432,9,14,432,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,11.8760414123535,1.16815710067749,0,1,1,1,1,1,1,1,42.9430084228516,44
"5733","Amanita novinupta Tulloss & J. Lindgr.",36.9904,-122.059,"white",135,120,60,2837,237,40,197,100,167,171,100,769,170,2,91,432,9,14,432,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,11.8760414123535,1.16815710067749,0,1,1,1,1,1,1,1,42.9430084228516,44
"6855","Amanita novinupta Tulloss & J. Lindgr.",38.40325,-122.852,"white",135,147,58,3865,274,24,250,85,180,183,85,1022,225,2,91,568,12,19,568,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,61.4137954711914,19.0543403625488,0,1,1,1,1,1,1,1,0,0
"7443","Amanita novinupta Tulloss & J. Lindgr.",36.9694,-122.066,"white",135,120,60,2837,237,40,197,100,167,171,100,769,170,2,91,432,9,14,432,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,11.8760414123535,1.16815710067749,0,1,1,1,1,1,1,1,42.9430084228516,44
"7467","Amanita novinupta Tulloss & J. Lindgr.",37.0566,-122.135,"white",127,121,57,3408,244,33,211,89,169,173,89,976,202,3,89,525,12,17,525,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,89.6429824829102,8.81751728057861,0,1,1,1,1,1,1,1,1.53523099422455,0
"9263","Amanita novinupta Tulloss & J. Lindgr.",36.98265,-121.8725,"white",139,129,59,3252,250,34,216,98,176,180,98,651,139,2,90,357,7,12,357,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,56.1570701599121,5.64937496185303,0,1,1,1,1,1,1,1,3.9869692325592,31
"9310","Amanita novinupta Tulloss & J. Lindgr.",37.8329,-122.1655,"white",142,112,53,3686,255,45,210,95,184,189,95,637,129,1,85,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,63.3303985595703,18.2643451690674,0,1,1,1,1,1,1,1,12.5765466690063,4.75119972229004
"9315","Amanita novinupta Tulloss & J. Lindgr.",37.9536,-122.0775,"white",148,116,51,4052,265,41,224,94,193,197,94,482,106,1,87,262,6,9,262,2,4,3,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,7.23608922958374,3.92144918441772,0,1,1,2,1,1,1,2,88.5392913818359,0
"9342","Amanita novinupta Tulloss & J. Lindgr.",36.9687,-121.8385,"white",139,129,59,3252,250,34,216,98,176,180,98,651,139,2,90,357,7,12,357,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,56.1570701599121,5.64937496185303,0,1,1,1,1,1,1,1,3.9869692325592,31
"9511","Amanita novinupta Tulloss & J. Lindgr.",38.57535,-123.313,"white",119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,1,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"9590","Amanita novinupta Tulloss & J. Lindgr.",36.9904,-122.059,"white",135,120,60,2837,237,40,197,100,167,171,100,769,170,2,91,432,9,14,432,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,11.8760414123535,1.16815710067749,0,1,1,1,1,1,1,1,42.9430084228516,44
"9623","Amanita novinupta Tulloss & J. Lindgr.",38.098,-122.8835,"white",128,116,58,2991,235,38,197,94,161,166,90,1028,218,2,90,559,12,19,554,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,64.305778503418,17.3393230438232,10.9868984222412,1,1,1,1,1,1,1,0.547800004482269,3.97129988670349
"10379","Amanita novinupta Tulloss & J. Lindgr.",37.8423,-122.1905,"white",141,112,52,3771,257,45,212,94,184,190,94,692,141,1,87,360,8,13,360,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,39.4408874511719,3.87951064109802,0,1,1,1,1,1,1,1,51.8397407531738,4.83419990539551
"10578","Amanita novinupta Tulloss & J. Lindgr.",37.80625,-122.216,"white",143,94,51,3044,237,56,181,102,174,179,102,583,125,1,88,314,7,9,314,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,12.2765464782715,2.20755529403687,0,1,1,1,1,1,1,1,79.7846984863281,5.73119974136353
"10620","Amanita novinupta Tulloss & J. Lindgr.",37.8329,-122.1655,"white",142,112,53,3686,255,45,210,95,184,189,95,637,129,1,85,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,63.3303985595703,18.2643451690674,0,1,1,1,1,1,1,1,12.5765466690063,4.75119972229004
"10628","Amanita novinupta Tulloss & J. Lindgr.",37.81525,-122.163,"white",142,112,53,3686,255,45,210,95,184,189,95,637,129,1,85,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,63.3303985595703,18.2643451690674,0,1,1,1,1,1,1,1,12.5765466690063,4.75119972229004
"10637","Amanita novinupta Tulloss & J. Lindgr.",37.33015,-122.18,"white",129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"10646","Amanita novinupta Tulloss & J. Lindgr.",37.8329,-122.1655,"white",142,112,53,3686,255,45,210,95,184,189,95,637,129,1,85,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,63.3303985595703,18.2643451690674,0,1,1,1,1,1,1,1,12.5765466690063,4.75119972229004
"10663","Amanita novinupta Tulloss & J. Lindgr.",37.8329,-122.1655,"white",142,112,53,3686,255,45,210,95,184,189,95,637,129,1,85,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,63.3303985595703,18.2643451690674,0,1,1,1,1,1,1,1,12.5765466690063,4.75119972229004
"10689","Amanita novinupta Tulloss & J. Lindgr.",37.41375,-122.1875,"white",140,115,54,3503,249,39,210,96,182,185,96,570,116,2,87,300,8,12,300,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,72.2398910522461,15.037878036499,0,1,1,1,1,1,1,1,9.60621738433838,0
"10706","Amanita novinupta Tulloss & J. Lindgr.",37.7442,-122.137,"white",145,101,51,3421,246,49,197,99,181,186,99,540,119,1,87,293,7,8,293,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,24.4213008880615,2.75363326072693,0,1,1,1,1,1,1,1,71.7941970825195,1
"10740","Amanita novinupta Tulloss & J. Lindgr.",37.41375,-122.1875,"white",140,115,54,3503,249,39,210,96,182,185,96,570,116,2,87,300,8,12,300,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,72.2398910522461,15.037878036499,0,1,1,1,1,1,1,1,9.60621738433838,0
"11878","Amanita novinupta Tulloss & J. Lindgr.",37.8423,-122.1905,"white",141,112,52,3771,257,45,212,94,184,190,94,692,141,1,87,360,8,13,360,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,39.4408874511719,3.87951064109802,0,1,1,1,1,1,1,1,51.8397407531738,4.83419990539551
"11926","Amanita novinupta Tulloss & J. Lindgr.",37.88145,-122.1815,"white",142,109,53,3614,250,47,203,96,182,187,96,657,138,1,88,347,7,11,347,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,39.4408874511719,3.87951064109802,0,1,1,1,1,1,1,1,51.8397407531738,4.83419990539551
"11931","Amanita novinupta Tulloss & J. Lindgr.",37.8423,-122.1905,"white",141,112,52,3771,257,45,212,94,184,190,94,692,141,1,87,360,8,13,360,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,39.4408874511719,3.87951064109802,0,1,1,1,1,1,1,1,51.8397407531738,4.83419990539551
"11947","Amanita novinupta Tulloss & J. Lindgr.",37.0629,-122.249,"white",132,114,60,2662,229,42,187,99,162,166,99,787,168,2,89,429,10,15,429,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,63.3465995788574,7.84944820404053,0,1,1,1,1,1,1,1,0.399500012397766,26.9872989654541
"11954","Amanita novinupta Tulloss & J. Lindgr.",37.8423,-122.1905,"white",141,112,52,3771,257,45,212,94,184,190,94,692,141,1,87,360,8,13,360,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,39.4408874511719,3.87951064109802,0,1,1,1,1,1,1,1,51.8397407531738,4.83419990539551
"11963","Amanita novinupta Tulloss & J. Lindgr.",37.879,-122.142,"white",143,112,53,3752,256,45,211,95,185,190,95,624,131,1,86,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,28.6816120147705,4.71093273162842,0,1,1,1,1,1,1,1,66.3792190551758,0
"11971","Amanita novinupta Tulloss & J. Lindgr.",33.00625,-116.9645,"white",162,140,52,4473,310,44,266,115,218,224,111,455,84,3,84,244,11,18,227,2,3,5,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,64.4487991333008,20.8635864257812,1.96309471130371,1,1,1,1,1,1,1,1.18239998817444,0
"11972","Amanita novinupta Tulloss & J. Lindgr.",37.8329,-122.1655,"white",142,112,53,3686,255,45,210,95,184,189,95,637,129,1,85,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,63.3303985595703,18.2643451690674,0,1,1,1,1,1,1,1,12.5765466690063,4.75119972229004
"11975","Amanita novinupta Tulloss & J. Lindgr.",36.62545,-121.775,"white",134,109,60,2364,225,46,179,104,158,163,104,411,92,1,90,229,6,9,229,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,70.9099807739258,14.2377061843872,0,1,1,1,1,1,1,1,13.3855485916138,0
"11977","Amanita novinupta Tulloss & J. Lindgr.",37.8329,-122.1655,"white",142,112,53,3686,255,45,210,95,184,189,95,637,129,1,85,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,63.3303985595703,18.2643451690674,0,1,1,1,1,1,1,1,12.5765466690063,4.75119972229004
"11980","Amanita novinupta Tulloss & J. Lindgr.",37.33015,-122.18,"white",129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"11985","Amanita novinupta Tulloss & J. Lindgr.",37.8329,-122.1655,"white",142,112,53,3686,255,45,210,95,184,189,95,637,129,1,85,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,63.3303985595703,18.2643451690674,0,1,1,1,1,1,1,1,12.5765466690063,4.75119972229004
"12005","Amanita novinupta Tulloss & J. Lindgr.",37.8329,-122.1655,"white",142,112,53,3686,255,45,210,95,184,189,95,637,129,1,85,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,63.3303985595703,18.2643451690674,0,1,1,1,1,1,1,1,12.5765466690063,4.75119972229004
"12010","Amanita novinupta Tulloss & J. Lindgr.",37.8329,-122.1655,"white",142,112,53,3686,255,45,210,95,184,189,95,637,129,1,85,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,63.3303985595703,18.2643451690674,0,1,1,1,1,1,1,1,12.5765466690063,4.75119972229004
"12011","Amanita novinupta Tulloss & J. Lindgr.",37.8329,-122.1655,"white",142,112,53,3686,255,45,210,95,184,189,95,637,129,1,85,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,63.3303985595703,18.2643451690674,0,1,1,1,1,1,1,1,12.5765466690063,4.75119972229004
"12014","Amanita novinupta Tulloss & J. Lindgr.",32.9948,-116.9335,"white",163,142,52,4507,313,44,269,115,219,226,111,456,85,3,82,244,12,19,226,2,3,5,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,62.6239852905273,29.8491134643555,3.39043426513672,1,1,1,1,1,1,1,1.00059998035431,2.98659992218018
"12015","Amanita novinupta Tulloss & J. Lindgr.",37.8329,-122.1655,"white",142,112,53,3686,255,45,210,95,184,189,95,637,129,1,85,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,63.3303985595703,18.2643451690674,0,1,1,1,1,1,1,1,12.5765466690063,4.75119972229004
"12027","Amanita novinupta Tulloss & J. Lindgr.",38.4539,-122.667,"white",140,144,57,4061,280,28,252,88,187,190,88,850,186,1,90,475,11,16,475,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,44.2629776000977,4.35382318496704,0,1,1,1,1,1,1,1,47.3722991943359,0
"12122","Amanita novinupta Tulloss & J. Lindgr.",37.879,-122.142,"white",143,112,53,3752,256,45,211,95,185,190,95,624,131,1,86,329,7,11,329,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,28.6816120147705,4.71093273162842,0,1,1,1,1,1,1,1,66.3792190551758,0
"12216","Amanita novinupta Tulloss & J. Lindgr.",38.03965,-122.8095,"white",128,111,57,3081,232,40,192,94,163,168,90,1060,222,2,89,575,13,19,566,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,74.3380279541016,23.5147933959961,0,1,1,1,1,1,1,1,0.678417444229126,0
"12270","Amanita novinupta Tulloss & J. Lindgr.",38.01035,-122.7255,"white",131,112,56,3271,239,40,199,95,169,173,90,1039,219,2,90,565,13,18,558,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,74.3958511352539,19.8488845825195,0,1,1,1,1,1,1,1,0.941999971866608,0
"12288","Amanita novinupta Tulloss & J. Lindgr.",37.95285,-122.613,"white",129,107,54,3441,239,41,198,93,169,174,88,1056,215,2,87,562,13,20,553,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,78.640510559082,7.73528957366943,0,1,1,1,1,1,1,1,13.6241998672485,0
"12328","Amanita novinupta Tulloss & J. Lindgr.",36.9954,-122.043,"white",135,120,60,2837,237,40,197,100,167,171,100,769,170,2,91,432,9,14,432,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,11.8760414123535,1.16815710067749,0,1,1,1,1,1,1,1,42.9430084228516,44
"13039","Amanita novinupta Tulloss & J. Lindgr.",37.8423,-122.1905,"white",141,112,52,3771,257,45,212,94,184,190,94,692,141,1,87,360,8,13,360,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,39.4408874511719,3.87951064109802,0,1,1,1,1,1,1,1,51.8397407531738,4.83419990539551
"13061","Amanita novinupta Tulloss & J. Lindgr.",37.92265,-122.1815,"white",143,111,52,3720,255,45,210,95,185,189,95,668,141,1,88,354,7,12,354,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,52.6923484802246,32.7471923828125,0,1,1,1,1,1,1,1,3.45747852325439,6.96109962463379
"13062","Amanita novinupta Tulloss & J. Lindgr.",37.95285,-122.613,"white",129,107,54,3441,239,41,198,93,169,174,88,1056,215,2,87,562,13,20,553,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,78.640510559082,7.73528957366943,0,1,1,1,1,1,1,1,13.6241998672485,0
"13082","Amanita novinupta Tulloss & J. Lindgr.",37.52835,-121.828,"white",147,139,50,4908,307,30,277,88,208,212,88,534,107,1,86,278,6,11,278,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,60.0312767028809,36.6055107116699,0,1,1,1,1,1,1,1,0.0149999996647239,0
"13099","Amanita novinupta Tulloss & J. Lindgr.",37.3434,-122.1605,"white",139,121,55,3630,257,37,220,94,183,186,94,661,135,2,87,349,9,13,349,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,11.4710750579834,1.12832832336426,0,1,1,1,1,1,1,1,87.4005966186523,0
"13103","Amanita novinupta Tulloss & J. Lindgr.",37.8045,-122.256,"white",146,86,50,2852,233,63,170,107,174,179,107,526,114,1,89,290,7,8,290,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,0,-8.3278740703463e-07,4.99994850158691,1,1,1,1,1,1,1,62.9993553161621,32
